Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC011495,3,1,17:43,Dual carriageway,20,Fine + high winds,Dry,Darkness - lights lit,2,1,1,2015,1,52.907578,-1.701306
ACC020791,2,4,18:16,Dual carriageway,30,Raining + high winds,Wet or damp,Darkness - lights lit,2,1,2,2014,9,50.115738,-3.629189
ACC044316,2,1,23:54,Roundabout,30,Snowing no high winds,Dry,Daylight,2,2,2,2005,11,50.767852,-2.58681
ACC038885,2,1,22:31,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,2,1,2012,4,52.616927,-2.756303
ACC003435,3,5,09:10,Single carriageway,50,Fine no high winds,Dry,Darkness - no lighting,2,2,2,2013,8,52.191968,-2.706883
ACC038208,3,1,16:35,Single carriageway,40,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2009,11,55.459612,-0.269068
ACC003078,2,2,07:19,Single carriageway,30,Raining no high winds,Dry,Daylight,2,2,1,2012,7,52.94584,-4.186928
ACC001108,3,3,08:32,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,3,1,2010,12,54.275413,-2.918454
ACC016656,3,2,15:19,Single carriageway,30,Fog or mist,Dry,Darkness - lights unlit,2,1,1,2007,3,50.970042,-4.789945
ACC045227,3,5,21:56,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,2,2015,7,55.366115,-2.456766
ACC025831,3,2,11:57,Dual carriageway,30,Raining + high winds,Wet or damp,Daylight,2,2,1,2008,2,53.393206,-3.567327
ACC021504,1,5,11:20,Single carriageway,60,Raining no high winds,Dry,Darkness - lights lit,1,5,2,2006,7,50.018341,-2.664686
ACC046861,3,3,17:40,Single carriageway,50,Fine no high winds,Dry,Daylight,2,1,2,2010,10,51.860789,1.986899
ACC002147,3,3,10:23,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,1,3,1,2005,3,53.692951,-2.398689
ACC036815,3,6,15:14,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2014,5,50.500451,0.334565
ACC025284,3,6,21:11,Single carriageway,60,Fine no high winds,Dry,Daylight,4,1,1,2008,6,54.287412,0.468403
ACC027041,3,1,03:34,Dual carriageway,60,Raining no high winds,Dry,Daylight,2,2,1,2011,7,55.903671,-2.130948
ACC046779,3,4,07:32,Roundabout,60,Fine no high winds,Dry,Daylight,3,3,2,2005,2,51.464661,-2.229876
ACC045190,3,2,11:43,Single carriageway,30,Fine no high winds,Dry,Daylight,3,1,1,2015,8,52.240453,-0.184925
ACC018146,3,7,17:29,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2012,6,53.463378,-0.33001
ACC027708,3,6,16:07,Single carriageway,30,Raining no high winds,Dry,Daylight,3,2,1,2007,3,55.482871,-0.866453
ACC046652,2,6,18:46,Dual carriageway,50,Raining no high winds,Dry,Darkness - lighting unknown,2,1,1,2012,4,55.438615,-1.694965
ACC007763,3,1,08:11,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,3,1,2013,7,55.532096,-1.873234
ACC029633,3,1,18:06,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,5,3,2,2006,10,54.599802,1.76306
ACC008146,2,5,14:46,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,3,1,2011,1,55.225059,1.970944
ACC040440,3,3,11:19,Dual carriageway,30,Fog or mist,Dry,Daylight,2,1,1,2007,12,55.770623,1.586396
ACC013040,3,2,18:44,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,2,2,2012,8,50.823364,-2.569952
ACC034038,3,5,08:34,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2015,11,54.119932,-4.853888
ACC036291,3,3,14:58,Dual carriageway,30,Raining no high winds,Dry,Darkness - lights lit,3,3,1,2005,9,54.139599,-2.458676
ACC027908,3,6,20:25,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,3,1,2009,9,54.543297,1.938028
ACC024657,3,6,14:11,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2011,12,53.417085,-4.839119
ACC016994,2,3,13:05,Single carriageway,40,Fine no high winds,Wet or damp,Daylight,3,3,2,2007,10,52.271312,0.274748
ACC005346,3,3,12:13,Dual carriageway,30,Raining no high winds,Dry,Daylight,1,3,1,2015,1,54.065686,-2.661823
ACC005166,3,5,18:10,Single carriageway,30,Fine + high winds,Dry,Daylight,2,1,2,2012,9,55.322441,1.942824
ACC034826,3,4,14:56,Single carriageway,50,Fine no high winds,Wet or damp,Darkness - no lighting,1,2,1,2008,2,51.681958,0.821306
ACC001676,3,7,21:34,Single carriageway,20,Fine no high winds,Dry,,2,1,2,2008,10,51.530364,-0.629351
ACC031690,3,5,20:01,Dual carriageway,60,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2007,12,51.462829,0.694353
ACC004147,2,4,20:41,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,1,2,1,2006,4,53.777566,-2.038068
ACC031936,3,2,00:03,Single carriageway,30,Fine no high winds,Dry,Darkness - lighting unknown,3,3,2,2013,2,55.15796,0.302935
ACC018394,3,7,07:22,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2011,12,55.011967,1.701763
ACC004708,3,1,15:57,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,5,2,1,2008,11,55.690131,1.0043
ACC002586,3,3,08:28,Single carriageway,70,Fine no high winds,Dry,Daylight,2,1,1,2006,7,53.921889,-1.929459
ACC028118,3,7,11:51,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2015,5,51.221464,-1.191733
ACC042180,3,4,09:33,Single carriageway,30,Fine no high winds,Dry,,3,1,1,2014,1,51.273538,-4.811757
ACC031619,3,7,11:46,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2009,9,52.02571,-2.068373
ACC035764,3,6,15:41,Single carriageway,30,Fine no high winds,Dry,Daylight,1,4,1,2014,12,51.113301,-3.362999
ACC022582,3,6,10:46,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2009,7,53.464132,0.239578
ACC013836,3,2,08:44,Single carriageway,30,Raining no high winds,Wet or damp,Darkness - lights unlit,2,1,1,2007,6,55.238387,-2.177072
ACC012045,3,6,09:50,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,3,1,2,2006,9,52.739792,-0.360104
ACC030768,3,2,15:00,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2009,2,55.08814,-0.157704
ACC007129,3,4,09:30,Roundabout,40,Fine no high winds,Dry,Daylight,3,1,1,2015,6,50.682981,0.938244
ACC022784,2,4,20:09,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,2,2007,12,54.195854,-1.316422
ACC023251,3,1,12:18,Single carriageway,70,Fine no high winds,,Daylight,3,1,1,2005,7,53.211347,-3.470271
ACC023886,3,3,20:22,Single carriageway,30,Fine no high winds,Snow,Darkness - no lighting,1,1,2,2007,4,53.293777,-3.516044
ACC040094,3,7,20:09,Single carriageway,50,Fine no high winds,Dry,Daylight,2,2,1,2006,7,55.264087,-0.635984
ACC031012,2,6,11:55,Single carriageway,70,Unknown,,Daylight,2,1,1,2007,3,52.501569,-1.653976
ACC012083,2,1,08:02,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,1,2,2013,4,50.025399,-4.09728
ACC007787,3,1,10:10,Single carriageway,30,Fine + high winds,Dry,Darkness - lights lit,2,1,2,2005,8,53.809298,-2.936923
ACC005730,3,3,14:32,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2006,6,53.367957,-2.247892
ACC013964,2,4,18:49,Dual carriageway,60,Fine no high winds,Mud,Daylight,2,2,1,2013,9,51.92903,0.932323
ACC049262,3,7,18:12,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,3,1,1,2009,5,55.652678,-3.545429
ACC005122,3,5,21:33,Unknown,30,Fine + high winds,Dry,Daylight,4,1,1,2011,6,52.723972,1.500472
ACC010340,3,3,21:29,Single carriageway,40,Fine + high winds,Wet or damp,Daylight,2,1,1,2010,8,53.661988,1.526637
ACC002821,3,5,10:47,Single carriageway,40,Raining no high winds,Dry,Daylight,4,2,1,2012,12,52.852679,1.771163
ACC032608,3,5,15:38,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,2,3,1,2006,1,51.668723,-1.840175
ACC001035,2,7,20:10,Roundabout,30,Raining no high winds,Dry,Daylight,2,2,1,2010,12,51.247111,-2.48758
ACC000234,3,6,08:44,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,5,1,1,2010,9,52.904322,-1.628812
ACC020697,3,6,14:53,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,3,1,2,2007,11,55.608918,1.825993
ACC045287,3,1,15:56,Single carriageway,30,Other,Dry,Daylight,4,1,1,2010,4,54.202412,0.575262
ACC029065,3,1,11:47,Unknown,30,Fine no high winds,Dry,Daylight,2,1,1,2011,3,55.062538,-1.578295
ACC016382,3,1,08:28,,30,Fine no high winds,Dry,Daylight,1,1,2,2015,9,55.499697,-2.996701
ACC036642,3,5,17:02,Single carriageway,60,Fine + high winds,Frost or ice,Daylight,2,3,2,2014,9,53.540413,-0.697996
ACC011934,3,4,17:49,Single carriageway,60,Fine no high winds,Dry,Darkness - lighting unknown,3,1,1,2014,7,52.148734,0.978512
ACC049558,3,6,01:25,Roundabout,30,Raining no high winds,Dry,Daylight,1,2,1,2015,10,52.481721,-2.21768
ACC001320,2,1,13:04,Unknown,60,Fine no high winds,Dry,Daylight,1,1,2,2006,1,55.534302,-2.359951
ACC019422,3,4,22:31,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,2,2010,10,55.201438,-0.90939
ACC014195,2,7,01:09,Single carriageway,30,Snowing no high winds,Frost or ice,Daylight,2,1,2,2008,9,55.41182,-3.395131
ACC027212,2,1,13:18,Single carriageway,60,Fine no high winds,,Darkness - lights lit,2,1,1,2009,3,52.322642,-0.604954
ACC023944,2,5,08:42,Slip road,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2009,10,53.39216,-3.090343
ACC030571,3,4,20:50,One way street,50,Fine no high winds,Dry,Darkness - lights unlit,2,1,2,2007,3,51.14227,-0.94879
ACC024192,3,3,18:33,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,2,2014,11,53.81391,-2.175629
ACC042796,3,6,09:32,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,1,1,2,2015,7,53.011781,0.801456
ACC023408,3,2,08:35,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,3,53.766369,-2.50878
ACC000757,3,1,10:31,Unknown,50,Fine no high winds,Dry,,2,1,1,2015,7,50.12293,-2.346265
ACC027670,3,6,15:06,Roundabout,40,Fine no high winds,Dry,Darkness - lights lit,3,1,2,2007,5,54.484579,0.138043
ACC005554,3,3,18:29,Roundabout,30,Fine no high winds,Frost or ice,Daylight,5,2,1,2008,6,50.772221,-2.371463
ACC033457,2,4,17:26,Single carriageway,20,Fine no high winds,Wet or damp,Darkness - lights unlit,2,3,1,2008,3,53.480341,-3.135505
ACC041064,2,7,18:03,One way street,30,Raining no high winds,Snow,Daylight,2,2,1,2008,9,53.896471,-4.553534
ACC018338,3,6,20:26,Single carriageway,20,Raining + high winds,Dry,Daylight,2,1,1,2006,6,52.160175,-2.387957
ACC005043,3,3,11:27,Unknown,60,Fine + high winds,Dry,Darkness - lights lit,3,2,2,2011,12,51.710353,-1.134288
ACC020136,2,1,06:22,Dual carriageway,30,Fine no high winds,Mud,Daylight,2,1,2,2007,2,51.502694,-2.258473
ACC006492,3,6,15:56,Roundabout,30,Raining no high winds,,Darkness - lights lit,3,1,1,2009,12,55.681978,-2.706479
ACC018130,3,1,11:04,One way street,30,Fine no high winds,,Daylight,4,2,1,2012,3,51.146051,-2.605092
ACC030129,3,7,06:01,One way street,30,Fine no high winds,Dry,Daylight,5,1,1,2014,12,54.84023,-2.004633
ACC038904,3,6,18:20,Single carriageway,30,Raining no high winds,Wet or damp,Darkness - lighting unknown,3,1,2,2010,10,53.563782,-2.643305
ACC014130,3,5,20:54,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,2,2007,10,51.678304,-1.292112
ACC028148,3,7,11:21,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,2,2006,11,53.004746,-3.510824
ACC006690,2,5,19:42,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,5,3,1,2013,6,51.730994,0.977481
ACC009694,3,6,13:57,Single carriageway,30,Raining no high winds,Dry,Daylight,1,1,1,2009,12,52.473182,-3.740697
ACC039653,3,5,17:52,Roundabout,30,Other,Dry,Daylight,3,1,1,2005,2,53.075524,-2.109017
ACC000812,3,6,17:05,Roundabout,30,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2009,2,53.842906,-1.177755
ACC028625,3,2,11:43,One way street,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2010,11,51.534504,-2.129523
ACC027746,3,2,17:09,Single carriageway,30,Fine + high winds,Wet or damp,Darkness - lights lit,2,1,1,2006,9,50.958224,1.764397
ACC023714,3,5,09:12,Dual carriageway,30,Raining no high winds,Dry,Darkness - lighting unknown,2,2,1,2005,4,53.095198,-2.713028
ACC013505,2,2,22:17,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2010,9,50.651337,0.956439
ACC013798,3,6,19:45,Single carriageway,40,Fine no high winds,Dry,Daylight,3,1,2,2013,10,51.802226,-3.811387
ACC033257,3,6,20:46,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,3,2,2007,11,54.314892,-2.190189
ACC009721,3,3,17:20,Single carriageway,50,Other,Wet or damp,Daylight,2,1,1,2012,7,55.312043,-0.388084
ACC044137,3,4,09:53,Single carriageway,30,Fine no high winds,Dry,Daylight,4,2,1,2010,8,52.955534,0.847387
ACC008318,3,5,20:27,Single carriageway,30,Fine no high winds,Dry,Daylight,3,1,1,2010,10,52.719657,-2.561103
ACC036326,3,3,15:51,Single carriageway,40,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2005,5,55.123674,-3.934936
ACC048422,3,7,12:37,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,1,2,2011,1,51.560518,-3.789077
ACC039928,3,2,16:03,Dual carriageway,40,Unknown,Dry,Daylight,3,3,1,2011,3,50.303872,-3.867797
ACC002631,3,2,08:25,Single carriageway,30,Fine no high winds,Dry,Daylight,3,1,1,2005,10,54.895539,0.996294
ACC018015,3,6,08:56,Roundabout,40,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,2,2007,12,55.46276,-0.047504
ACC024532,3,4,17:50,Single carriageway,60,Raining no high winds,Dry,Darkness - no lighting,2,2,2,2007,9,54.270837,-3.767027
ACC008678,3,3,15:21,,30,Snowing no high winds,Frost or ice,Daylight,1,1,1,2012,9,54.948995,-2.932275
ACC001619,3,2,17:30,Single carriageway,30,Fine no high winds,Dry,Daylight,2,3,1,2006,10,55.824793,0.111288
ACC021724,3,6,16:49,Single carriageway,20,Fine no high winds,Dry,Daylight,5,1,1,2012,8,51.40197,0.085697
ACC020565,3,1,12:24,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2008,3,50.006687,-1.212514
ACC016172,3,7,17:57,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2005,7,51.469658,-4.819117
ACC008490,3,1,10:56,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2013,11,55.847424,-0.313522
ACC016339,3,2,08:49,Single carriageway,30,Fine no high winds,Oil or diesel,Daylight,1,1,1,2006,9,52.112079,0.764533
ACC005456,3,5,22:21,Single carriageway,40,Fine no high winds,Dry,Daylight,4,2,1,2010,9,55.184394,-4.550537
ACC035814,3,2,08:54,Single carriageway,70,Fine no high winds,Mud,Daylight,1,2,2,2014,4,51.329964,1.37342
ACC048472,3,4,19:19,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,2,2011,9,52.036106,1.913874
ACC022751,3,3,08:00,Roundabout,30,Fine no high winds,Frost or ice,Daylight,4,1,1,2008,8,54.564193,-0.610038
ACC007832,3,3,10:23,Slip road,30,Snowing no high winds,Wet or damp,Daylight,2,3,1,2009,3,54.938963,-1.208953
ACC016695,3,7,11:11,Single carriageway,70,Raining no high winds,Frost or ice,Daylight,2,3,1,2007,1,53.232304,1.172544
ACC023468,3,7,08:32,Dual carriageway,40,,Dry,Daylight,1,4,1,2012,11,53.627815,-3.302834
ACC005628,3,1,19:36,Slip road,40,Fine + high winds,Dry,Darkness - lights lit,3,1,2,2007,3,53.373051,-0.572178
ACC004223,3,7,18:49,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,2,1,2013,11,52.51905,1.837196
ACC035610,3,3,01:18,Roundabout,60,Raining + high winds,Dry,Daylight,2,1,1,2005,1,50.565002,1.187565
ACC021131,3,1,11:39,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,2,2008,2,54.596035,-4.897115
ACC018857,3,2,19:11,Single carriageway,30,Raining no high winds,Dry,Daylight,1,1,1,2008,9,52.624243,-3.016447
ACC042679,3,4,10:09,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2010,4,52.331558,-2.694746
ACC010640,3,3,16:58,Roundabout,20,Fine + high winds,Dry,Daylight,3,2,1,2010,10,55.271171,-1.57365
ACC010614,3,3,12:04,Dual carriageway,40,Raining + high winds,Dry,Darkness - lights lit,2,1,1,2012,8,54.34559,-2.697912
ACC045810,3,4,13:12,Single carriageway,30,Snowing no high winds,Wet or damp,Daylight,1,1,1,2010,10,55.357848,-0.001959
ACC018479,3,6,07:10,Roundabout,30,Raining no high winds,Dry,Daylight,2,1,1,2005,3,52.099895,-2.956705
ACC005763,3,5,15:10,Single carriageway,60,Fine no high winds,Dry,Daylight,1,1,1,2012,11,51.406202,-0.828929
ACC026690,3,4,16:21,Dual carriageway,70,Fine no high winds,Dry,Darkness - no lighting,2,1,1,2014,9,52.479284,-4.714645
ACC044533,3,6,22:17,Single carriageway,40,Raining + high winds,Dry,Darkness - lights unlit,1,1,1,2013,1,52.791856,-1.035974
ACC045318,3,4,13:58,Single carriageway,30,Fog or mist,Frost or ice,Daylight,1,4,1,2011,8,54.878576,-2.955588
ACC044237,3,5,16:31,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2009,1,54.045068,-1.697584
ACC017597,3,2,22:51,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2012,9,54.152028,-0.042397
ACC045088,3,3,07:29,Single carriageway,30,Fine + high winds,Dry,Daylight,2,4,2,2011,4,53.847636,-0.705416
ACC040911,3,4,22:04,Dual carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,2,2,1,2010,8,51.283309,-1.195066
ACC022039,3,1,18:23,One way street,70,Fine no high winds,Dry,Daylight,2,2,2,2007,12,53.680987,-1.307276
ACC023255,2,3,12:42,Dual carriageway,70,Raining no high winds,,Daylight,2,1,1,2014,6,54.628605,-0.645353
ACC045134,3,2,11:18,Single carriageway,60,,Wet or damp,Darkness - lights lit,3,3,2,2010,8,55.022034,-0.960734
ACC027772,3,3,07:47,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2006,3,54.016839,-2.545009
ACC010277,3,3,18:09,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,1,2,1,2012,8,51.802537,-2.393899
ACC010242,3,4,07:28,Dual carriageway,50,Fine no high winds,Dry,Daylight,1,1,2,2009,6,54.510254,-1.84369
ACC000211,3,7,18:10,Single carriageway,30,Raining no high winds,Frost or ice,Daylight,2,4,2,2015,11,55.978432,-0.041024
ACC028977,2,5,22:06,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2008,12,55.990375,-0.186185
ACC039436,1,7,16:36,One way street,30,Fine no high winds,Wet or damp,Darkness - lights unlit,2,3,2,2012,1,50.187378,-3.804705
ACC043448,3,4,07:16,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,1,1,1,2006,8,52.646655,-0.050387
ACC043062,3,5,18:34,Single carriageway,40,Fine no high winds,Wet or damp,Darkness - no lighting,1,1,2,2009,4,52.589059,-2.620731
ACC036051,3,1,19:31,Single carriageway,50,Raining no high winds,Dry,Darkness - no lighting,1,1,2,2012,8,53.686447,-3.841887
ACC013688,3,3,10:14,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,4,1,2015,7,54.773648,-2.128477
ACC026072,3,6,19:33,,30,Other,Dry,Darkness - lights lit,1,1,2,2007,7,53.674203,-2.684842
ACC003023,3,4,19:54,Roundabout,20,Fine no high winds,Wet or damp,Daylight,1,1,2,2005,1,52.269674,-1.075966
ACC004111,3,5,12:54,Unknown,30,Snowing no high winds,Dry,Daylight,1,1,2,2011,4,50.448581,-2.292935
ACC019012,3,2,08:38,Slip road,70,Fine no high winds,Dry,Daylight,4,1,1,2008,2,55.517349,1.56687
ACC015839,3,3,19:55,Dual carriageway,70,Raining no high winds,Mud,Daylight,2,1,2,2013,2,51.871322,-2.513871
ACC046040,2,5,08:26,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lighting unknown,4,1,1,2012,10,51.306573,-3.341308
ACC006757,3,7,00:24,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2005,11,53.82857,-4.404256
ACC018807,3,6,14:46,One way street,20,Fine no high winds,,Darkness - lights unlit,2,1,1,2014,11,53.673089,-2.052909
ACC032677,2,2,18:06,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,1,2,1,2008,11,52.46067,-1.208241
ACC042727,2,2,20:37,Single carriageway,70,Raining no high winds,Dry,Darkness - lights lit,2,1,1,2011,4,50.091075,-1.28191
ACC011066,2,6,18:24,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - lights lit,1,1,1,2011,7,51.445856,0.104714
ACC017180,3,6,07:17,Single carriageway,50,Fine no high winds,,Darkness - lighting unknown,1,1,2,2005,3,53.923797,-2.606395
ACC027738,3,4,06:58,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,4,1,2,2006,12,53.631003,-4.44506
ACC024457,3,6,07:39,Roundabout,30,Fine no high winds,Dry,Daylight,3,1,1,2009,5,53.971198,-4.813074
ACC036005,3,3,18:41,Single carriageway,30,Other,Dry,Daylight,2,4,1,2014,6,55.118526,1.82282
ACC036083,3,6,15:03,Slip road,60,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2005,1,54.061031,-4.748592
ACC041991,2,4,22:27,Single carriageway,60,Raining + high winds,Dry,Darkness - lights lit,1,2,1,2013,7,50.763535,-1.796989
ACC014412,3,3,16:59,Dual carriageway,50,Fine no high winds,Wet or damp,Darkness - lights unlit,2,2,1,2013,2,52.495166,-0.350384
ACC008531,3,1,12:15,Single carriageway,50,Fine no high winds,Dry,Daylight,4,2,1,2014,7,54.358728,-3.589667
ACC033307,3,7,13:02,Single carriageway,40,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2012,2,52.681276,-0.19064
ACC023784,3,6,16:33,Single carriageway,50,Fine no high winds,Dry,Daylight,2,2,1,2013,7,50.046115,-3.438575
ACC014338,3,5,14:27,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - no lighting,2,1,1,2006,6,53.584763,-4.661339
ACC022955,3,7,18:02,Single carriageway,50,Fine no high winds,Dry,Daylight,1,3,2,2011,10,52.248653,-1.086958
ACC036824,3,5,14:09,Single carriageway,30,Unknown,Dry,Daylight,2,1,1,2009,12,55.620742,-4.139208
ACC011451,3,5,20:47,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2013,4,55.080414,-0.935841
ACC007259,3,4,11:24,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2012,3,54.385202,-2.200811
